travelCode,userCode,name,place,days,price,total,date,price_per_day,year,month,stay_category,hotel_popularity,place_popularity,user_avg_spend
106118,1053,Hotel BD,Natal (RN),4,242.88,971.52,2020-01-23,242.88,2020,1,medium,4829,4829,511.9676923076923
106120,1053,Hotel AU,Recife (PE),3,312.83,938.49,2020-02-06,312.83,2020,2,medium,4467,4467,511.9676923076923
106129,1053,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-04-09,247.62,2020,4,short,4437,4437,511.9676923076923
106132,1053,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-04-30,165.99,2020,4,short,5029,5029,511.9676923076923
106144,1053,Hotel K,Salvador (BH),4,263.41,1053.64,2020-07-23,263.41,2020,7,medium,5094,5094,511.9676923076923
106148,1053,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-08-20,208.04,2020,8,short,4205,4205,511.9676923076923
106150,1053,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-09-03,60.39,2020,9,medium,4333,4333,511.9676923076923
106157,1053,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-10-22,139.1,2020,10,medium,4828,4828,511.9676923076923
106165,1053,Hotel BD,Natal (RN),3,242.88,728.64,2020-12-17,242.88,2020,12,medium,4829,4829,511.9676923076923
106175,1053,Hotel BD,Natal (RN),2,242.88,485.76,2021-02-25,242.88,2021,2,short,4829,4829,511.9676923076923
106178,1053,Hotel AU,Recife (PE),3,312.83,938.49,2021-03-18,312.83,2021,3,medium,4467,4467,511.9676923076923
106182,1053,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-04-15,247.62,2021,4,short,4437,4437,511.9676923076923
106184,1053,Hotel AU,Recife (PE),2,312.83,625.66,2021-04-29,312.83,2021,4,short,4467,4467,511.9676923076923
106186,1053,Hotel AU,Recife (PE),3,312.83,938.49,2021-05-13,312.83,2021,5,medium,4467,4467,511.9676923076923
106187,1053,Hotel BD,Natal (RN),1,242.88,242.88,2021-05-20,242.88,2021,5,short,4829,4829,511.9676923076923
106188,1053,Hotel BD,Natal (RN),3,242.88,728.64,2021-05-27,242.88,2021,5,medium,4829,4829,511.9676923076923
106191,1053,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-06-17,139.1,2021,6,short,4828,4828,511.9676923076923
106192,1053,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-06-24,165.99,2021,6,short,5029,5029,511.9676923076923
106195,1053,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-07-15,139.1,2021,7,medium,4828,4828,511.9676923076923
106199,1053,Hotel BD,Natal (RN),1,242.88,242.88,2021-08-12,242.88,2021,8,short,4829,4829,511.9676923076923
106204,1053,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-09-16,165.99,2021,9,medium,5029,5029,511.9676923076923
106205,1053,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-09-23,60.39,2021,9,short,4333,4333,511.9676923076923
106209,1054,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-03,208.04,2019,10,short,4205,4205,553.7781818181818
106215,1054,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-11-14,139.1,2019,11,short,4828,4828,553.7781818181818
106225,1054,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-01-23,165.99,2020,1,short,5029,5029,553.7781818181818
106226,1054,Hotel AU,Recife (PE),3,312.83,938.49,2020-01-30,312.83,2020,1,medium,4467,4467,553.7781818181818
106227,1054,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-02-06,165.99,2020,2,medium,5029,5029,553.7781818181818
106230,1054,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-02-27,165.99,2020,2,short,5029,5029,553.7781818181818
106231,1054,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-03-05,165.99,2020,3,medium,5029,5029,553.7781818181818
106232,1054,Hotel AU,Recife (PE),3,312.83,938.49,2020-03-12,312.83,2020,3,medium,4467,4467,553.7781818181818
106233,1054,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-03-19,165.99,2020,3,short,5029,5029,553.7781818181818
106234,1054,Hotel AU,Recife (PE),4,312.83,1251.32,2020-03-26,312.83,2020,3,medium,4467,4467,553.7781818181818
106235,1054,Hotel K,Salvador (BH),3,263.41,790.23,2020-04-02,263.41,2020,4,medium,5094,5094,553.7781818181818
106237,1055,Hotel K,Salvador (BH),2,263.41,526.82,2019-09-26,263.41,2019,9,short,5094,5094,702.5733333333334
106239,1055,Hotel K,Salvador (BH),4,263.41,1053.64,2019-10-10,263.41,2019,10,medium,5094,5094,702.5733333333334
106241,1055,Hotel AU,Recife (PE),3,312.83,938.49,2019-10-24,312.83,2019,10,medium,4467,4467,702.5733333333334
106246,1055,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-11-28,208.04,2019,11,short,4205,4205,702.5733333333334
106248,1055,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-12-12,165.99,2019,12,medium,5029,5029,702.5733333333334
106252,1055,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-01-09,247.62,2020,1,medium,4437,4437,702.5733333333334
106260,1056,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-24,208.04,2019,10,short,4205,4205,490.1545161290323
106265,1056,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-11-28,60.39,2019,11,short,4333,4333,490.1545161290323
106270,1056,Hotel AU,Recife (PE),4,312.83,1251.32,2020-01-02,312.83,2020,1,medium,4467,4467,490.1545161290323
106278,1056,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-02-27,139.1,2020,2,medium,4828,4828,490.1545161290323
106279,1056,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-03-05,60.39,2020,3,short,4333,4333,490.1545161290323
106281,1056,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-03-19,165.99,2020,3,short,5029,5029,490.1545161290323
106296,1056,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-07-02,165.99,2020,7,short,5029,5029,490.1545161290323
106297,1056,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-07-09,60.39,2020,7,medium,4333,4333,490.1545161290323
106300,1056,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-07-30,139.1,2020,7,short,4828,4828,490.1545161290323
106301,1056,Hotel K,Salvador (BH),4,263.41,1053.64,2020-08-06,263.41,2020,8,medium,5094,5094,490.1545161290323
106306,1056,Hotel AU,Recife (PE),2,312.83,625.66,2020-09-10,312.83,2020,9,short,4467,4467,490.1545161290323
106307,1056,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-09-17,208.04,2020,9,short,4205,4205,490.1545161290323
106309,1056,Hotel BD,Natal (RN),1,242.88,242.88,2020-10-01,242.88,2020,10,short,4829,4829,490.1545161290323
106310,1056,Hotel BD,Natal (RN),1,242.88,242.88,2020-10-08,242.88,2020,10,short,4829,4829,490.1545161290323
106315,1056,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-11-12,60.39,2020,11,short,4333,4333,490.1545161290323
106318,1056,Hotel BD,Natal (RN),2,242.88,485.76,2020-12-03,242.88,2020,12,short,4829,4829,490.1545161290323
106320,1056,Hotel AU,Recife (PE),4,312.83,1251.32,2020-12-17,312.83,2020,12,medium,4467,4467,490.1545161290323
106324,1056,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-01-14,60.39,2021,1,medium,4333,4333,490.1545161290323
106326,1056,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-01-28,165.99,2021,1,short,5029,5029,490.1545161290323
106329,1056,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-02-18,247.62,2021,2,medium,4437,4437,490.1545161290323
106334,1056,Hotel BD,Natal (RN),1,242.88,242.88,2021-03-25,242.88,2021,3,short,4829,4829,490.1545161290323
106335,1056,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-04-01,60.39,2021,4,short,4333,4333,490.1545161290323
106341,1056,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-05-13,139.1,2021,5,short,4828,4828,490.1545161290323
106345,1056,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-06-10,247.62,2021,6,medium,4437,4437,490.1545161290323
106346,1056,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-06-17,208.04,2021,6,medium,4205,4205,490.1545161290323
106349,1056,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-07-08,139.1,2021,7,medium,4828,4828,490.1545161290323
106351,1056,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-07-22,165.99,2021,7,short,5029,5029,490.1545161290323
106352,1056,Hotel K,Salvador (BH),1,263.41,263.41,2021-07-29,263.41,2021,7,short,5094,5094,490.1545161290323
106353,1056,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-08-05,139.1,2021,8,short,4828,4828,490.1545161290323
106354,1056,Hotel AU,Recife (PE),3,312.83,938.49,2021-08-12,312.83,2021,8,medium,4467,4467,490.1545161290323
106361,1056,Hotel BD,Natal (RN),4,242.88,971.52,2021-09-30,242.88,2021,9,medium,4829,4829,490.1545161290323
106364,1056,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-10-21,247.62,2021,10,short,4437,4437,490.1545161290323
106375,1056,Hotel K,Salvador (BH),1,263.41,263.41,2022-01-06,263.41,2022,1,short,5094,5094,490.1545161290323
106376,1056,Hotel BD,Natal (RN),2,242.88,485.76,2022-01-13,242.88,2022,1,short,4829,4829,490.1545161290323
106379,1056,Hotel BD,Natal (RN),2,242.88,485.76,2022-02-03,242.88,2022,2,short,4829,4829,490.1545161290323
106383,1056,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-03-03,60.39,2022,3,medium,4333,4333,490.1545161290323
106384,1056,Hotel Z,Aracaju (SE),2,208.04,416.08,2022-03-10,208.04,2022,3,short,4205,4205,490.1545161290323
106385,1056,Hotel AU,Recife (PE),1,312.83,312.83,2022-03-17,312.83,2022,3,short,4467,4467,490.1545161290323
106388,1056,Hotel K,Salvador (BH),3,263.41,790.23,2022-04-07,263.41,2022,4,medium,5094,5094,490.1545161290323
106389,1056,Hotel BD,Natal (RN),2,242.88,485.76,2022-04-14,242.88,2022,4,short,4829,4829,490.1545161290323
106391,1056,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-04-28,165.99,2022,4,short,5029,5029,490.1545161290323
106393,1056,Hotel K,Salvador (BH),3,263.41,790.23,2022-05-12,263.41,2022,5,medium,5094,5094,490.1545161290323
106395,1056,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-05-26,165.99,2022,5,short,5029,5029,490.1545161290323
106396,1056,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-06-02,247.62,2022,6,medium,4437,4437,490.1545161290323
106399,1056,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-06-23,60.39,2022,6,medium,4333,4333,490.1545161290323
106400,1056,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-06-30,247.62,2022,6,medium,4437,4437,490.1545161290323
106402,1056,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-07-14,165.99,2022,7,short,5029,5029,490.1545161290323
106404,1056,Hotel BD,Natal (RN),4,242.88,971.52,2022-07-28,242.88,2022,7,medium,4829,4829,490.1545161290323
106406,1056,Hotel AU,Recife (PE),3,312.83,938.49,2022-08-11,312.83,2022,8,medium,4467,4467,490.1545161290323
106407,1056,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-08-18,247.62,2022,8,short,4437,4437,490.1545161290323
106408,1056,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-08-25,247.62,2022,8,medium,4437,4437,490.1545161290323
106409,1056,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-09-01,165.99,2022,9,short,5029,5029,490.1545161290323
106412,1056,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-09-22,165.99,2022,9,short,5029,5029,490.1545161290323
106417,1056,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-10-27,208.04,2022,10,short,4205,4205,490.1545161290323
106418,1056,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-11-03,247.62,2022,11,medium,4437,4437,490.1545161290323
106422,1056,Hotel K,Salvador (BH),2,263.41,526.82,2022-12-01,263.41,2022,12,short,5094,5094,490.1545161290323
106425,1056,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-12-22,247.62,2022,12,medium,4437,4437,490.1545161290323
106426,1056,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-12-29,139.1,2022,12,medium,4828,4828,490.1545161290323
106433,1056,Hotel AU,Recife (PE),2,312.83,625.66,2023-02-16,312.83,2023,2,short,4467,4467,490.1545161290323
106438,1056,Hotel AU,Recife (PE),1,312.83,312.83,2023-03-23,312.83,2023,3,short,4467,4467,490.1545161290323
106440,1056,Hotel Z,Aracaju (SE),4,208.04,832.16,2023-04-06,208.04,2023,4,medium,4205,4205,490.1545161290323
106441,1056,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2023-04-13,139.1,2023,4,short,4828,4828,490.1545161290323
106449,1057,Hotel K,Salvador (BH),2,263.41,526.82,2019-10-24,263.41,2019,10,short,5094,5094,616.0257142857143
106453,1057,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-11-21,247.62,2019,11,medium,4437,4437,616.0257142857143
106458,1057,Hotel AU,Recife (PE),2,312.83,625.66,2019-12-26,312.83,2019,12,short,4467,4467,616.0257142857143
106460,1057,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-01-09,165.99,2020,1,medium,5029,5029,616.0257142857143
106463,1057,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-01-30,247.62,2020,1,short,4437,4437,616.0257142857143
106469,1057,Hotel AU,Recife (PE),4,312.83,1251.32,2020-03-12,312.83,2020,3,medium,4467,4467,616.0257142857143
106472,1057,Hotel K,Salvador (BH),2,263.41,526.82,2020-04-02,263.41,2020,4,short,5094,5094,616.0257142857143
106479,1057,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-05-21,208.04,2020,5,medium,4205,4205,616.0257142857143
106483,1057,Hotel K,Salvador (BH),4,263.41,1053.64,2020-06-18,263.41,2020,6,medium,5094,5094,616.0257142857143
106485,1057,Hotel AU,Recife (PE),1,312.83,312.83,2020-07-02,312.83,2020,7,short,4467,4467,616.0257142857143
106489,1057,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-07-30,60.39,2020,7,medium,4333,4333,616.0257142857143
106490,1057,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-08-06,208.04,2020,8,short,4205,4205,616.0257142857143
106507,1057,Hotel K,Salvador (BH),3,263.41,790.23,2020-12-03,263.41,2020,12,medium,5094,5094,616.0257142857143
106508,1057,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-12-10,165.99,2020,12,short,5029,5029,616.0257142857143
106509,1058,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-09-26,165.99,2019,9,medium,5029,5029,385.9402857142857
106512,1058,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-17,208.04,2019,10,short,4205,4205,385.9402857142857
106513,1058,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-10-24,60.39,2019,10,medium,4333,4333,385.9402857142857
106514,1058,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-31,208.04,2019,10,short,4205,4205,385.9402857142857
106515,1058,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2019-11-07,139.1,2019,11,medium,4828,4828,385.9402857142857
106516,1058,Hotel BP,Brasilia (DF),2,247.62,495.24,2019-11-14,247.62,2019,11,short,4437,4437,385.9402857142857
106517,1058,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-11-21,247.62,2019,11,short,4437,4437,385.9402857142857
106519,1058,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-12-05,139.1,2019,12,short,4828,4828,385.9402857142857
106530,1058,Hotel BD,Natal (RN),2,242.88,485.76,2020-02-20,242.88,2020,2,short,4829,4829,385.9402857142857
106538,1058,Hotel K,Salvador (BH),1,263.41,263.41,2020-04-16,263.41,2020,4,short,5094,5094,385.9402857142857
106541,1058,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-05-07,208.04,2020,5,short,4205,4205,385.9402857142857
106544,1058,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-05-28,208.04,2020,5,short,4205,4205,385.9402857142857
106546,1058,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-06-11,208.04,2020,6,short,4205,4205,385.9402857142857
106547,1058,Hotel BD,Natal (RN),4,242.88,971.52,2020-06-18,242.88,2020,6,medium,4829,4829,385.9402857142857
106549,1058,Hotel BD,Natal (RN),2,242.88,485.76,2020-07-02,242.88,2020,7,short,4829,4829,385.9402857142857
106550,1058,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-07-09,208.04,2020,7,short,4205,4205,385.9402857142857
106553,1058,Hotel AU,Recife (PE),1,312.83,312.83,2020-07-30,312.83,2020,7,short,4467,4467,385.9402857142857
106556,1058,Hotel K,Salvador (BH),1,263.41,263.41,2020-08-20,263.41,2020,8,short,5094,5094,385.9402857142857
106558,1058,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-03,165.99,2020,9,short,5029,5029,385.9402857142857
106560,1058,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-09-17,60.39,2020,9,short,4333,4333,385.9402857142857
106563,1058,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-10-08,139.1,2020,10,short,4828,4828,385.9402857142857
106571,1058,Hotel BD,Natal (RN),4,242.88,971.52,2020-12-03,242.88,2020,12,medium,4829,4829,385.9402857142857
106574,1058,Hotel AU,Recife (PE),4,312.83,1251.32,2020-12-24,312.83,2020,12,medium,4467,4467,385.9402857142857
106578,1058,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-01-21,60.39,2021,1,medium,4333,4333,385.9402857142857
106579,1058,Hotel AU,Recife (PE),1,312.83,312.83,2021-01-28,312.83,2021,1,short,4467,4467,385.9402857142857
106581,1058,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-02-11,247.62,2021,2,short,4437,4437,385.9402857142857
106585,1058,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-03-11,247.62,2021,3,short,4437,4437,385.9402857142857
106588,1058,Hotel K,Salvador (BH),3,263.41,790.23,2021-04-01,263.41,2021,4,medium,5094,5094,385.9402857142857
106598,1058,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-06-10,165.99,2021,6,medium,5029,5029,385.9402857142857
106602,1058,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-07-08,247.62,2021,7,short,4437,4437,385.9402857142857
106612,1058,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-09-16,165.99,2021,9,short,5029,5029,385.9402857142857
106613,1058,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-09-23,60.39,2021,9,medium,4333,4333,385.9402857142857
106615,1058,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-10-07,139.1,2021,10,medium,4828,4828,385.9402857142857
106621,1058,Hotel BD,Natal (RN),1,242.88,242.88,2021-11-18,242.88,2021,11,short,4829,4829,385.9402857142857
106632,1058,Hotel AU,Recife (PE),2,312.83,625.66,2022-02-03,312.83,2022,2,short,4467,4467,385.9402857142857
106635,1059,Hotel BD,Natal (RN),1,242.88,242.88,2019-09-26,242.88,2019,9,short,4829,4829,470.2384210526316
106637,1059,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-10-10,208.04,2019,10,medium,4205,4205,470.2384210526316
106640,1059,Hotel K,Salvador (BH),3,263.41,790.23,2019-10-31,263.41,2019,10,medium,5094,5094,470.2384210526316
106646,1059,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-12-12,60.39,2019,12,medium,4333,4333,470.2384210526316
106647,1059,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-12-19,165.99,2019,12,short,5029,5029,470.2384210526316
106648,1059,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-12-26,247.62,2019,12,short,4437,4437,470.2384210526316
106649,1059,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-01-02,208.04,2020,1,short,4205,4205,470.2384210526316
106652,1059,Hotel K,Salvador (BH),2,263.41,526.82,2020-01-23,263.41,2020,1,short,5094,5094,470.2384210526316
106658,1059,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-03-05,208.04,2020,3,short,4205,4205,470.2384210526316
106664,1059,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-04-16,139.1,2020,4,medium,4828,4828,470.2384210526316
106665,1059,Hotel AU,Recife (PE),3,312.83,938.49,2020-04-23,312.83,2020,4,medium,4467,4467,470.2384210526316
106668,1059,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-05-14,139.1,2020,5,medium,4828,4828,470.2384210526316
106669,1059,Hotel K,Salvador (BH),1,263.41,263.41,2020-05-21,263.41,2020,5,short,5094,5094,470.2384210526316
106674,1059,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-06-25,165.99,2020,6,short,5029,5029,470.2384210526316
106676,1059,Hotel AU,Recife (PE),3,312.83,938.49,2020-07-09,312.83,2020,7,medium,4467,4467,470.2384210526316
106679,1059,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-07-30,60.39,2020,7,short,4333,4333,470.2384210526316
106682,1059,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-08-20,247.62,2020,8,short,4437,4437,470.2384210526316
106686,1059,Hotel BD,Natal (RN),4,242.88,971.52,2020-09-17,242.88,2020,9,medium,4829,4829,470.2384210526316
106689,1059,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-10-08,165.99,2020,10,medium,5029,5029,470.2384210526316
106693,1060,Hotel BP,Brasilia (DF),2,247.62,495.24,2019-10-10,247.62,2019,10,short,4437,4437,484.09000000000003
106699,1060,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-11-21,139.1,2019,11,medium,4828,4828,484.09000000000003
106700,1060,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-11-28,139.1,2019,11,short,4828,4828,484.09000000000003
106701,1060,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-12-05,208.04,2019,12,short,4205,4205,484.09000000000003
106707,1060,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-01-16,247.62,2020,1,medium,4437,4437,484.09000000000003
106711,1060,Hotel AU,Recife (PE),4,312.83,1251.32,2020-02-13,312.83,2020,2,medium,4467,4467,484.09000000000003
106715,1060,Hotel BD,Natal (RN),2,242.88,485.76,2020-03-12,242.88,2020,3,short,4829,4829,484.09000000000003
106716,1060,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-03-19,208.04,2020,3,medium,4205,4205,484.09000000000003
106719,1060,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-04-09,139.1,2020,4,medium,4828,4828,484.09000000000003
106722,1060,Hotel AU,Recife (PE),4,312.83,1251.32,2020-04-30,312.83,2020,4,medium,4467,4467,484.09000000000003
106724,1060,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-05-14,60.39,2020,5,short,4333,4333,484.09000000000003
106726,1060,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-28,165.99,2020,5,short,5029,5029,484.09000000000003
106731,1060,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-07-02,165.99,2020,7,short,5029,5029,484.09000000000003
106739,1060,Hotel K,Salvador (BH),4,263.41,1053.64,2020-08-27,263.41,2020,8,medium,5094,5094,484.09000000000003
106741,1060,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-09-10,208.04,2020,9,short,4205,4205,484.09000000000003
106749,1060,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-11-05,165.99,2020,11,medium,5029,5029,484.09000000000003
106762,1060,Hotel AU,Recife (PE),4,312.83,1251.32,2021-02-04,312.83,2021,2,medium,4467,4467,484.09000000000003
106781,1060,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-06-17,165.99,2021,6,short,5029,5029,484.09000000000003
106791,1060,Hotel BD,Natal (RN),1,242.88,242.88,2021-08-26,242.88,2021,8,short,4829,4829,484.09000000000003
106794,1060,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-09-16,139.1,2021,9,short,4828,4828,484.09000000000003
106795,1060,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-09-23,247.62,2021,9,short,4437,4437,484.09000000000003
106803,1060,Hotel AU,Recife (PE),1,312.83,312.83,2021-11-18,312.83,2021,11,short,4467,4467,484.09000000000003
106808,1060,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-12-23,165.99,2021,12,short,5029,5029,484.09000000000003
106810,1060,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-01-06,139.1,2022,1,short,4828,4828,484.09000000000003
106811,1060,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-01-13,139.1,2022,1,medium,4828,4828,484.09000000000003
106816,1060,Hotel K,Salvador (BH),2,263.41,526.82,2022-02-17,263.41,2022,2,short,5094,5094,484.09000000000003
106817,1060,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-02-24,139.1,2022,2,short,4828,4828,484.09000000000003
106825,1060,Hotel K,Salvador (BH),1,263.41,263.41,2022-04-21,263.41,2022,4,short,5094,5094,484.09000000000003
106826,1060,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-04-28,165.99,2022,4,medium,5029,5029,484.09000000000003
106827,1060,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-05-05,60.39,2022,5,short,4333,4333,484.09000000000003
106828,1060,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-05-12,60.39,2022,5,short,4333,4333,484.09000000000003
106829,1060,Hotel BD,Natal (RN),1,242.88,242.88,2022-05-19,242.88,2022,5,short,4829,4829,484.09000000000003
106831,1060,Hotel K,Salvador (BH),1,263.41,263.41,2022-06-02,263.41,2022,6,short,5094,5094,484.09000000000003
106832,1060,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-06-09,208.04,2022,6,medium,4205,4205,484.09000000000003
106840,1060,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-08-04,165.99,2022,8,medium,5029,5029,484.09000000000003
106844,1060,Hotel K,Salvador (BH),2,263.41,526.82,2022-09-01,263.41,2022,9,short,5094,5094,484.09000000000003
106848,1060,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-09-29,247.62,2022,9,medium,4437,4437,484.09000000000003
106868,1061,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-01-23,208.04,2020,1,medium,4205,4205,485.696
106870,1061,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-02-06,139.1,2020,2,medium,4828,4828,485.696
106879,1061,Hotel BD,Natal (RN),3,242.88,728.64,2020-04-09,242.88,2020,4,medium,4829,4829,485.696
106882,1061,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-04-30,139.1,2020,4,short,4828,4828,485.696
106884,1061,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-05-14,60.39,2020,5,short,4333,4333,485.696
106888,1061,Hotel BD,Natal (RN),1,242.88,242.88,2020-06-11,242.88,2020,6,short,4829,4829,485.696
106889,1061,Hotel BD,Natal (RN),2,242.88,485.76,2020-06-18,242.88,2020,6,short,4829,4829,485.696
106891,1061,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-07-02,60.39,2020,7,short,4333,4333,485.696
106903,1061,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-24,165.99,2020,9,short,5029,5029,485.696
